,GEOID,"HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!Less than $10,000!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$10,000 to $19,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$20,000 to $34,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$35,000 to $49,999!!50.0 percent or more","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!Less than 20.0 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!20.0 to 24.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!25.0 to 29.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!30.0 to 34.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!35.0 to 39.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!40.0 to 49.9 percent","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS_Estimate!!Total!!$50,000 to $74,999!!50.0 percent or more",YEAR
318,13121007602,157.0,5.0,0.0,12.0,0.0,0.0,0.0,115.0,64.0,4.0,0.0,6.0,8.0,0.0,0.0,41.0,191.0,14.0,0.0,8.0,20.0,16.0,64.0,69.0,129.0,0.0,22.0,93.0,0.0,11.0,3.0,0.0,28.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,2015.0
319,13121007602,120.0,7.0,12.0,12.0,0.0,0.0,0.0,61.0,118.0,5.0,0.0,8.0,9.0,0.0,0.0,70.0,161.0,12.0,0.0,5.0,6.0,19.0,71.0,48.0,99.0,0.0,31.0,59.0,5.0,0.0,4.0,0.0,25.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,2016.0
320,13121007602,111.0,7.0,13.0,12.0,0.0,0.0,0.0,51.0,136.0,5.0,0.0,14.0,6.0,0.0,4.0,87.0,154.0,13.0,0.0,0.0,0.0,39.0,54.0,48.0,87.0,0.0,30.0,48.0,4.0,0.0,5.0,0.0,33.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,2017.0
321,13121007802,172.0,0.0,0.0,0.0,0.0,10.0,0.0,74.0,219.0,25.0,13.0,25.0,13.0,0.0,53.0,80.0,427.0,0.0,47.0,12.0,50.0,160.0,55.0,103.0,200.0,0.0,40.0,47.0,50.0,53.0,0.0,0.0,83.0,14.0,69.0,0.0,0.0,0.0,0.0,0.0,2014.0
322,13121007802,171.0,0.0,0.0,0.0,0.0,10.0,14.0,68.0,246.0,13.0,13.0,9.0,13.0,0.0,60.0,129.0,358.0,0.0,36.0,14.0,75.0,123.0,28.0,82.0,221.0,0.0,53.0,87.0,54.0,16.0,0.0,0.0,150.0,65.0,85.0,0.0,0.0,0.0,0.0,0.0,2015.0
323,13121007802,194.0,0.0,0.0,0.0,0.0,0.0,16.0,108.0,327.0,31.0,56.0,9.0,14.0,14.0,38.0,155.0,378.0,0.0,0.0,0.0,78.0,137.0,84.0,64.0,197.0,0.0,27.0,84.0,54.0,0.0,0.0,32.0,203.0,74.0,15.0,0.0,100.0,0.0,0.0,0.0,2016.0
324,13121007802,162.0,0.0,0.0,0.0,0.0,0.0,14.0,70.0,300.0,16.0,57.0,70.0,14.0,14.0,31.0,84.0,365.0,0.0,0.0,0.0,74.0,126.0,118.0,36.0,235.0,0.0,27.0,108.0,60.0,0.0,0.0,40.0,222.0,75.0,45.0,0.0,42.0,41.0,0.0,0.0,2017.0
325,13121002300,83.0,9.0,0.0,0.0,0.0,0.0,0.0,59.0,85.0,0.0,0.0,2.0,0.0,24.0,10.0,44.0,124.0,0.0,16.0,7.0,0.0,8.0,41.0,52.0,45.0,0.0,0.0,30.0,7.0,8.0,0.0,0.0,15.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,2014.0
326,13121002300,87.0,11.0,0.0,0.0,0.0,0.0,0.0,63.0,79.0,0.0,0.0,3.0,0.0,4.0,21.0,46.0,125.0,0.0,23.0,5.0,0.0,9.0,39.0,49.0,51.0,11.0,0.0,24.0,4.0,12.0,0.0,0.0,17.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,2015.0
327,13121002300,77.0,11.0,0.0,0.0,0.0,0.0,0.0,40.0,76.0,0.0,0.0,0.0,0.0,0.0,37.0,34.0,120.0,0.0,28.0,7.0,4.0,9.0,38.0,34.0,53.0,11.0,0.0,29.0,2.0,11.0,0.0,0.0,20.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,2016.0
328,13121002300,74.0,14.0,0.0,0.0,0.0,0.0,0.0,41.0,87.0,0.0,0.0,0.0,0.0,0.0,35.0,52.0,106.0,0.0,20.0,0.0,5.0,10.0,37.0,34.0,80.0,21.0,10.0,36.0,0.0,13.0,0.0,0.0,33.0,7.0,15.0,11.0,0.0,0.0,0.0,0.0,2017.0
329,13121002100,167.0,0.0,0.0,16.0,0.0,0.0,3.0,116.0,82.0,0.0,9.0,18.0,5.0,0.0,15.0,35.0,167.0,0.0,0.0,5.0,27.0,81.0,9.0,45.0,82.0,0.0,24.0,0.0,18.0,28.0,5.0,7.0,67.0,21.0,9.0,5.0,0.0,0.0,0.0,32.0,2014.0
330,13121002100,154.0,0.0,0.0,0.0,0.0,5.0,5.0,108.0,116.0,0.0,0.0,12.0,8.0,15.0,10.0,71.0,151.0,0.0,7.0,6.0,27.0,73.0,7.0,31.0,109.0,5.0,27.0,15.0,17.0,31.0,5.0,9.0,44.0,22.0,13.0,9.0,0.0,0.0,0.0,0.0,2015.0
331,13121002100,139.0,0.0,0.0,0.0,0.0,5.0,5.0,93.0,115.0,0.0,0.0,7.0,12.0,38.0,9.0,49.0,121.0,0.0,6.0,6.0,4.0,63.0,10.0,32.0,95.0,5.0,26.0,21.0,0.0,31.0,5.0,7.0,59.0,14.0,15.0,30.0,0.0,0.0,0.0,0.0,2016.0
332,13121002100,111.0,0.0,0.0,0.0,0.0,5.0,4.0,102.0,94.0,0.0,0.0,3.0,15.0,25.0,13.0,38.0,79.0,0.0,16.0,7.0,3.0,30.0,0.0,23.0,69.0,6.0,0.0,18.0,15.0,21.0,5.0,4.0,83.0,16.0,27.0,33.0,0.0,0.0,7.0,0.0,2017.0
333,13121007806,137.0,26.0,0.0,0.0,0.0,0.0,17.0,60.0,391.0,0.0,0.0,0.0,45.0,52.0,0.0,282.0,374.0,0.0,48.0,0.0,114.0,30.0,69.0,113.0,70.0,10.0,12.0,12.0,0.0,36.0,0.0,0.0,189.0,65.0,75.0,0.0,49.0,0.0,0.0,0.0,2014.0
334,13121007806,149.0,22.0,0.0,15.0,0.0,0.0,13.0,64.0,394.0,0.0,0.0,17.0,44.0,42.0,0.0,275.0,371.0,0.0,49.0,59.0,83.0,26.0,49.0,105.0,194.0,12.0,86.0,78.0,0.0,18.0,0.0,0.0,124.0,85.0,39.0,0.0,0.0,0.0,0.0,0.0,2015.0
335,13121007806,127.0,13.0,0.0,16.0,0.0,0.0,17.0,56.0,410.0,0.0,0.0,17.0,68.0,52.0,48.0,202.0,384.0,0.0,21.0,82.0,75.0,33.0,47.0,126.0,297.0,0.0,57.0,154.0,33.0,53.0,0.0,0.0,118.0,79.0,39.0,0.0,0.0,0.0,0.0,0.0,2016.0
336,13121007806,165.0,16.0,14.0,23.0,0.0,0.0,15.0,60.0,184.0,0.0,0.0,18.0,40.0,0.0,56.0,70.0,384.0,0.0,25.0,75.0,63.0,62.0,17.0,142.0,286.0,0.0,75.0,107.0,72.0,32.0,0.0,0.0,89.0,20.0,0.0,69.0,0.0,0.0,0.0,0.0,2017.0
337,13121007805,175.0,8.0,26.0,0.0,0.0,0.0,0.0,141.0,150.0,0.0,0.0,14.0,0.0,0.0,6.0,130.0,168.0,0.0,8.0,43.0,21.0,0.0,52.0,44.0,98.0,8.0,17.0,10.0,63.0,0.0,0.0,0.0,60.0,41.0,19.0,0.0,0.0,0.0,0.0,0.0,2014.0
338,13121007805,103.0,8.0,20.0,0.0,0.0,0.0,0.0,75.0,150.0,0.0,0.0,15.0,0.0,0.0,7.0,121.0,257.0,0.0,8.0,44.0,59.0,7.0,56.0,83.0,96.0,18.0,14.0,18.0,46.0,0.0,0.0,0.0,61.0,32.0,22.0,7.0,0.0,0.0,0.0,0.0,2015.0
339,13121007805,146.0,7.0,26.0,0.0,0.0,0.0,0.0,82.0,173.0,22.0,0.0,13.0,0.0,0.0,0.0,131.0,306.0,19.0,5.0,62.0,63.0,28.0,24.0,105.0,40.0,0.0,12.0,0.0,12.0,0.0,16.0,0.0,59.0,31.0,20.0,8.0,0.0,0.0,0.0,0.0,2016.0
340,13121007805,126.0,7.0,27.0,0.0,0.0,0.0,0.0,68.0,162.0,24.0,45.0,6.0,0.0,7.0,7.0,65.0,283.0,22.0,5.0,42.0,49.0,26.0,33.0,106.0,117.0,23.0,47.0,0.0,11.0,0.0,36.0,0.0,54.0,23.0,22.0,9.0,0.0,0.0,0.0,0.0,2017.0
341,13121002800,416.0,6.0,0.0,64.0,69.0,23.0,11.0,146.0,159.0,20.0,5.0,35.0,12.0,0.0,43.0,44.0,165.0,15.0,19.0,0.0,32.0,6.0,55.0,38.0,72.0,16.0,36.0,9.0,5.0,6.0,0.0,0.0,170.0,25.0,113.0,13.0,12.0,7.0,0.0,0.0,2014.0
342,13121002800,378.0,9.0,0.0,34.0,55.0,18.0,15.0,184.0,164.0,24.0,5.0,21.0,9.0,0.0,26.0,79.0,162.0,13.0,7.0,13.0,37.0,12.0,29.0,51.0,61.0,9.0,31.0,9.0,7.0,5.0,0.0,0.0,179.0,28.0,99.0,23.0,16.0,6.0,7.0,0.0,2015.0
343,13121002800,391.0,27.0,16.0,44.0,69.0,0.0,14.0,143.0,179.0,9.0,3.0,20.0,11.0,0.0,25.0,111.0,179.0,30.0,0.0,16.0,38.0,12.0,35.0,48.0,70.0,7.0,28.0,9.0,12.0,5.0,4.0,5.0,171.0,29.0,85.0,35.0,9.0,6.0,7.0,0.0,2016.0
344,13121002800,330.0,22.0,14.0,36.0,64.0,0.0,10.0,126.0,179.0,9.0,3.0,12.0,10.0,0.0,10.0,135.0,248.0,26.0,0.0,14.0,43.0,4.0,42.0,119.0,92.0,0.0,27.0,9.0,14.0,18.0,19.0,5.0,170.0,18.0,76.0,53.0,17.0,0.0,6.0,0.0,2017.0
345,13121002600,94.0,0.0,11.0,0.0,0.0,0.0,0.0,71.0,75.0,0.0,0.0,14.0,0.0,0.0,12.0,49.0,113.0,0.0,0.0,0.0,22.0,60.0,13.0,18.0,102.0,0.0,17.0,62.0,0.0,13.0,10.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2014.0
346,13121002600,88.0,4.0,10.0,0.0,0.0,0.0,0.0,65.0,79.0,0.0,0.0,14.0,0.0,8.0,16.0,41.0,131.0,0.0,0.0,0.0,22.0,62.0,29.0,18.0,90.0,0.0,29.0,36.0,0.0,12.0,13.0,0.0,31.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,2015.0
347,13121002600,92.0,13.0,10.0,0.0,0.0,0.0,0.0,58.0,110.0,0.0,0.0,12.0,0.0,6.0,11.0,81.0,138.0,0.0,0.0,8.0,36.0,24.0,35.0,35.0,78.0,0.0,15.0,34.0,15.0,0.0,14.0,0.0,46.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,2016.0
348,13121002600,125.0,13.0,12.0,0.0,0.0,0.0,0.0,86.0,93.0,0.0,0.0,7.0,0.0,0.0,10.0,76.0,144.0,0.0,0.0,10.0,24.0,37.0,31.0,42.0,81.0,0.0,17.0,20.0,30.0,0.0,14.0,0.0,52.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,2017.0
349,13121003000,39.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,118.0,0.0,0.0,9.0,7.0,0.0,78.0,24.0,149.0,0.0,10.0,61.0,9.0,8.0,16.0,0.0,139.0,14.0,65.0,55.0,0.0,5.0,0.0,0.0,2014.0
350,13121003000,40.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,124.0,0.0,0.0,8.0,9.0,0.0,70.0,37.0,158.0,0.0,10.0,80.0,9.0,17.0,16.0,0.0,172.0,0.0,92.0,51.0,0.0,29.0,0.0,0.0,2015.0
351,13121003000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,136.0,0.0,0.0,0.0,10.0,0.0,74.0,52.0,169.0,0.0,12.0,86.0,0.0,21.0,22.0,8.0,186.0,30.0,84.0,28.0,0.0,44.0,0.0,0.0,2016.0
352,13121003000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,118.0,0.0,0.0,0.0,13.0,0.0,59.0,46.0,137.0,0.0,0.0,58.0,7.0,10.0,31.0,9.0,210.0,19.0,78.0,54.0,18.0,41.0,0.0,0.0,2017.0
353,13121002400,100.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,90.0,0.0,0.0,6.0,15.0,6.0,41.0,22.0,81.0,14.0,34.0,15.0,0.0,15.0,3.0,0.0,21.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,2014.0
354,13121002400,100.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,122.0,0.0,0.0,20.0,16.0,6.0,52.0,28.0,91.0,20.0,36.0,15.0,0.0,14.0,6.0,0.0,49.0,27.0,16.0,6.0,0.0,0.0,0.0,0.0,2015.0
355,13121002400,111.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,112.0,0.0,0.0,31.0,16.0,21.0,27.0,17.0,93.0,14.0,39.0,18.0,0.0,18.0,4.0,0.0,62.0,30.0,23.0,9.0,0.0,0.0,0.0,0.0,2016.0
356,13121002400,121.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,95.0,0.0,0.0,0.0,0.0,0.0,6.0,83.0,98.0,0.0,0.0,23.0,26.0,15.0,15.0,19.0,97.0,10.0,22.0,25.0,13.0,22.0,5.0,0.0,64.0,15.0,22.0,8.0,19.0,0.0,0.0,0.0,2017.0
357,13121003200,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,91.0,0.0,0.0,0.0,0.0,0.0,20.0,71.0,193.0,0.0,0.0,23.0,31.0,20.0,37.0,82.0,79.0,0.0,22.0,9.0,23.0,0.0,25.0,0.0,115.0,45.0,19.0,28.0,23.0,0.0,0.0,0.0,2014.0
358,13121003200,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,148.0,0.0,0.0,0.0,30.0,18.0,45.0,55.0,78.0,0.0,22.0,8.0,31.0,0.0,17.0,0.0,112.0,41.0,8.0,26.0,25.0,12.0,0.0,0.0,2015.0
359,13121003200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,121.0,0.0,0.0,0.0,0.0,28.0,40.0,53.0,70.0,0.0,23.0,7.0,19.0,0.0,21.0,0.0,112.0,28.0,8.0,34.0,27.0,8.0,7.0,0.0,2016.0
360,13121003200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.0,0.0,0.0,0.0,0.0,24.0,10.0,32.0,68.0,0.0,16.0,6.0,27.0,0.0,19.0,0.0,66.0,6.0,0.0,32.0,14.0,7.0,7.0,0.0,2017.0
361,13121003100,58.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,106.0,0.0,0.0,0.0,0.0,9.0,13.0,84.0,78.0,0.0,0.0,0.0,16.0,44.0,13.0,5.0,51.0,0.0,37.0,0.0,14.0,0.0,0.0,0.0,72.0,58.0,5.0,9.0,0.0,0.0,0.0,0.0,2014.0
362,13121003100,69.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,107.0,0.0,0.0,0.0,0.0,11.0,12.0,84.0,75.0,0.0,0.0,0.0,7.0,61.0,3.0,4.0,42.0,0.0,32.0,5.0,5.0,0.0,0.0,0.0,46.0,24.0,5.0,12.0,5.0,0.0,0.0,0.0,2015.0
363,13121003100,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,105.0,0.0,0.0,0.0,0.0,9.0,13.0,83.0,114.0,0.0,0.0,0.0,7.0,69.0,17.0,21.0,72.0,13.0,27.0,4.0,5.0,13.0,10.0,0.0,53.0,24.0,4.0,4.0,5.0,16.0,0.0,0.0,2016.0
364,13121003100,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,86.0,0.0,0.0,0.0,0.0,5.0,15.0,66.0,158.0,0.0,36.0,0.0,6.0,72.0,17.0,27.0,76.0,15.0,18.0,4.0,5.0,20.0,14.0,0.0,61.0,28.0,13.0,4.0,3.0,13.0,0.0,0.0,2017.0
365,13121003500,53.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,27.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,102.0,0.0,0.0,0.0,0.0,22.0,32.0,48.0,23.0,0.0,0.0,10.0,8.0,5.0,0.0,0.0,126.0,16.0,36.0,68.0,6.0,0.0,0.0,0.0,2014.0
366,13121003500,57.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,47.0,0.0,0.0,0.0,0.0,0.0,10.0,37.0,79.0,0.0,0.0,0.0,0.0,21.0,25.0,33.0,26.0,0.0,0.0,9.0,9.0,8.0,0.0,0.0,106.0,15.0,42.0,46.0,3.0,0.0,0.0,0.0,2015.0
367,13121003500,62.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,57.0,0.0,0.0,0.0,0.0,0.0,10.0,47.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,23.0,0.0,0.0,9.0,6.0,8.0,0.0,0.0,104.0,17.0,32.0,55.0,0.0,0.0,0.0,0.0,2016.0
368,13121003500,44.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,32.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,37.0,0.0,0.0,8.0,6.0,23.0,0.0,0.0,75.0,19.0,30.0,26.0,0.0,0.0,0.0,0.0,2017.0
369,13121003800,88.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,8.0,0.0,6.0,6.0,25.0,4.0,13.0,8.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,15.0,0.0,0.0,0.0,0.0,2014.0
370,13121003800,81.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,18.0,7.0,0.0,6.0,6.0,16.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2015.0
371,13121003800,56.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,18.0,7.0,0.0,5.0,0.0,30.0,16.0,7.0,7.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2016.0
372,13121003800,47.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,22.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,33.0,10.0,0.0,23.0,0.0,0.0,0.0,0.0,2017.0
373,13121007808,597.0,9.0,20.0,14.0,62.0,0.0,5.0,263.0,242.0,30.0,11.0,0.0,15.0,0.0,41.0,106.0,203.0,14.0,8.0,26.0,47.0,32.0,42.0,18.0,131.0,88.0,27.0,16.0,0.0,0.0,0.0,0.0,26.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,2014.0
374,13121007808,577.0,0.0,16.0,13.0,44.0,0.0,19.0,280.0,315.0,30.0,11.0,18.0,8.0,0.0,61.0,152.0,196.0,30.0,7.0,16.0,43.0,19.0,50.0,19.0,120.0,68.0,21.0,31.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
375,13121007808,605.0,0.0,17.0,15.0,58.0,0.0,41.0,223.0,370.0,47.0,11.0,17.0,8.0,0.0,55.0,215.0,159.0,17.0,0.0,0.0,59.0,8.0,55.0,20.0,87.0,48.0,23.0,16.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
376,13121007808,552.0,0.0,29.0,16.0,47.0,0.0,37.0,191.0,405.0,56.0,0.0,13.0,8.0,0.0,56.0,262.0,153.0,35.0,0.0,5.0,71.0,0.0,22.0,20.0,46.0,26.0,5.0,15.0,0.0,0.0,0.0,0.0,119.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
